model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 GLC Class,2019,Semi-Auto,7670,Diesel,145,44.8,2.0,31400
 GLE Class,2017,Automatic,29292,Diesel,150,47.9,2.1,27998
 GLE Class,2019,Automatic,8005,Diesel,145,32.5,3.0,59922
 GLA Class,2018,Semi-Auto,7293,Diesel,145,56.5,2.1,26299
 A Class,2017,Semi-Auto,28663,Petrol,125,52.3,1.6,17712
 GLC Class,2018,Semi-Auto,5444,Diesel,145,56.5,2.1,31999
 SL CLASS,2019,Semi-Auto,313,Petrol,145,31.4,4.7,64998
 GLE Class,2019,Automatic,3999,Diesel,145,36.7,2.0,45995
 A Class,2013,Manual,32713,Diesel,0,74.3,1.5,9990
 C Class,2019,Automatic,4447,Petrol,145,44.1,2.0,27999
 C Class,2015,Semi-Auto,39000,Diesel,30,62.8,2.1,19995
 CL Class,2019,Semi-Auto,3174,Petrol,145,38.2,2.0,27299
 CLS Class,2019,Semi-Auto,11886,Diesel,145,48.7,2.9,51540
 GLC Class,2019,Semi-Auto,2901,Diesel,150,41.5,2.0,27950
 C Class,2019,Semi-Auto,12300,Petrol,145,47.1,1.5,25599
 E Class,2017,Semi-Auto,22930,Diesel,145,72.4,2.0,20998
 C Class,2015,Semi-Auto,12469,Diesel,30,64.2,2.1,19990
 GLA Class,2017,Semi-Auto,20000,Diesel,145,56.6,2.1,21099
 A Class,2019,Semi-Auto,13727,Petrol,145,53.3,1.3,22799
 C Class,2016,Automatic,23112,Diesel,30,64.2,2.1,17500
 C Class,2019,Semi-Auto,13591,Petrol,145,46.3,1.5,19999
 A Class,2019,Automatic,20000,Diesel,145,62.8,1.5,24990
 A Class,2017,Manual,13410,Diesel,145,72.4,1.5,14499
 E Class,2017,Semi-Auto,20776,Diesel,125,58.9,2.0,23499
 C Class,2017,Semi-Auto,20392,Diesel,150,64.2,2.1,17791
 V Class,2017,Automatic,14311,Diesel,235,44.8,2.1,36990
 C Class,2017,Manual,21300,Petrol,150,53.3,2.0,13980
 C Class,2019,Semi-Auto,15391,Diesel,145,61.4,2.0,25599
 A Class,2017,Automatic,17726,Petrol,145,40.9,2.0,27750
 E Class,2019,Automatic,11268,Diesel,145,72.4,2.0,25795
 A Class,2020,Manual,1000,Petrol,145,28.5,1.3,22559
 A Class,2019,Semi-Auto,2850,Petrol,145,28.5,2.0,26979
 C Class,2018,Automatic,10264,Diesel,145,60.1,2.1,21189
 C Class,2017,Automatic,39447,Petrol,145,47.1,2.0,21565
 E Class,2019,Semi-Auto,4673,Petrol,145,39.8,2.0,26999
 C Class,2019,Semi-Auto,1752,Petrol,145,29.7,3.0,44480
 A Class,2016,Automatic,38253,Diesel,20,68.9,2.1,16750
 C Class,2015,Automatic,12050,Diesel,30,64.2,2.1,20000
 E Class,2018,Semi-Auto,12313,Diesel,145,51.4,3.0,28750
 C Class,2007,Automatic,50500,Petrol,300,34.5,1.8,5995
 GLA Class,2018,Automatic,12014,Petrol,145,48.7,1.6,22525
 CLS Class,2019,Semi-Auto,5919,Diesel,145,48.7,2.9,34980
 C Class,2019,Semi-Auto,4405,Diesel,145,61.4,2.0,29899
 C Class,2019,Semi-Auto,15251,Diesel,145,61.4,2.0,25699
 E Class,2017,Semi-Auto,31750,Diesel,145,61.4,2.0,21498
 CL Class,2016,Manual,53000,Petrol,125,51.4,1.6,14990
 GLA Class,2016,Automatic,56564,Diesel,30,64.2,2.1,17995
 C Class,2019,Automatic,4114,Diesel,145,57.7,2.0,27195
 C Class,2019,Automatic,3635,Diesel,145,64.2,2.0,28990
 A Class,2015,Semi-Auto,30084,Diesel,20,64.2,2.1,14298
 SL CLASS,2019,Semi-Auto,9742,Petrol,145,31.4,4.7,48745
 C Class,2019,Automatic,6249,Petrol,145,29.1,3.0,38610
 B Class,2016,Automatic,38536,Diesel,20,68.9,1.5,12500
 CLA Class,2014,Automatic,34222,Diesel,30,62.8,2.1,16991
 A Class,2019,Semi-Auto,1000,Diesel,145,62.8,1.5,24439
 E Class,2019,Semi-Auto,6529,Petrol,145,42.2,2.0,25490
 A Class,2017,Automatic,20831,Diesel,145,74.3,1.5,14700
 GLA Class,2018,Semi-Auto,11700,Diesel,145,56.5,2.1,21591
 CLS Class,2019,Semi-Auto,8264,Diesel,145,48.7,2.9,36000
 GLC Class,2019,Semi-Auto,12382,Diesel,145,42.2,2.1,31849
 GLA Class,2015,Semi-Auto,28543,Diesel,125,55.4,2.1,17298
 C Class,2019,Semi-Auto,13539,Diesel,145,61.4,2.0,24780
 CLA Class,2016,Manual,48292,Petrol,125,51.4,1.6,14991
 C Class,2019,Automatic,2900,Diesel,145,51.4,2.0,31009
 A Class,2019,Automatic,6153,Petrol,145,53.3,1.3,22625
 C Class,2016,Automatic,29947,Diesel,30,61.4,2.1,17000
 C Class,2017,Automatic,25599,Diesel,30,61.4,2.1,20889
 B Class,2017,Semi-Auto,10519,Diesel,20,68.9,2.1,16995
 C Class,2017,Semi-Auto,32434,Diesel,150,64.2,2.1,16491
 E Class,2019,Semi-Auto,13828,Diesel,145,58.9,2.0,28899
 C Class,2020,Semi-Auto,1000,Diesel,145,54.3,1.6,32659
 C Class,2019,Semi-Auto,3784,Diesel,145,55.4,2.0,31599
 B Class,2018,Manual,4207,Petrol,145,49.6,1.6,17871
 E Class,2019,Automatic,4537,Diesel,145,67.3,2.0,24800
 C Class,2019,Semi-Auto,6206,Petrol,145,45.6,1.5,25980
 C Class,2017,Automatic,52897,Other,0,134.5,2.0,17400
 CL Class,2019,Semi-Auto,8202,Diesel,150,51.4,2.2,25691
 M Class,2010,Automatic,155876,Diesel,540,32.5,3.0,7449
 E Class,2018,Automatic,13520,Diesel,145,61.4,2.0,23480
 C Class,2019,Automatic,5999,Petrol,145,44.1,2.0,31276
 A Class,2016,Manual,41497,Petrol,150,50.4,1.6,12000
 E Class,2014,Semi-Auto,48422,Diesel,125,57.7,2.1,12995
 GLC Class,2016,Semi-Auto,45490,Diesel,125,56.5,2.1,25432
 A Class,2018,Manual,22883,Diesel,145,68.9,1.5,16450
 GLC Class,2018,Semi-Auto,17004,Petrol,145,43.5,2.0,28482
 A Class,2014,Automatic,63767,Diesel,30,64.2,1.8,11675
 S Class,2015,Automatic,23156,Petrol,555,28.0,5.5,51990
 A Class,2016,Manual,17000,Diesel,30,62.8,2.1,15900
 CL Class,2018,Automatic,22742,Diesel,145,67.3,2.1,17500
 E Class,2005,Automatic,73000,Petrol,325,32.5,1.8,3995
 A Class,2017,Semi-Auto,24391,Diesel,20,74.3,1.5,14495
 E Class,2019,Semi-Auto,1000,Diesel,145,45.6,2.0,34099
 GLC Class,2018,Semi-Auto,23303,Diesel,145,56.5,2.1,27500
 V Class,2019,Semi-Auto,13347,Diesel,145,45.6,2.2,38995
 E Class,2019,Semi-Auto,14558,Diesel,145,72.4,2.0,25780
 C Class,2019,Semi-Auto,2000,Petrol,145,46.3,1.5,25695
 E Class,2017,Semi-Auto,40690,Diesel,145,54.3,3.0,21602
 C Class,2018,Semi-Auto,9797,Diesel,150,54.3,2.0,28789
 A Class,2017,Automatic,23000,Diesel,145,68.9,2.1,15490
 C Class,2019,Semi-Auto,14895,Diesel,145,61.4,2.0,26256
 C Class,2019,Semi-Auto,2228,Petrol,145,42.2,1.6,29699
 A Class,2016,Automatic,38144,Diesel,20,68.9,2.1,17980
 E Class,2017,Automatic,23179,Diesel,145,61.4,2.0,20300
 C Class,2018,Automatic,7540,Petrol,145,45.6,1.5,21800
 A Class,2019,Semi-Auto,1557,Diesel,145,65.7,1.5,21599
 GLC Class,2019,Automatic,5100,Diesel,150,42.2,2.1,31900
 A Class,2020,Semi-Auto,2249,Petrol,145,53.3,1.3,26400
 GLA Class,2019,Automatic,3317,Diesel,145,56.5,2.1,26399
 B Class,2017,Automatic,52045,Diesel,20,67.3,2.1,13640
 CL Class,2019,Manual,7077,Petrol,145,51.4,1.6,20952
 A Class,2016,Manual,41600,Diesel,0,80.7,1.5,13695
 A Class,2016,Manual,62000,Diesel,20,68.9,1.5,13950
 E Class,2016,Automatic,28575,Diesel,125,58.9,2.1,16900
 GLE Class,2019,Automatic,10340,Diesel,145,32.5,3.0,57633
 C Class,2019,Semi-Auto,7411,Petrol,145,29.4,3.0,37899
 C Class,2016,Semi-Auto,66500,Diesel,125,60.1,2.1,17299
 C Class,2019,Semi-Auto,11253,Diesel,145,56.5,2.0,28480
 A Class,2020,Semi-Auto,1000,Petrol,145,53.3,1.3,25729
 E Class,2018,Semi-Auto,5317,Diesel,145,57.7,2.0,31480
 GLC Class,2020,Semi-Auto,9,Petrol,145,33.2,2.0,37995
 GLE Class,2019,Semi-Auto,6016,Diesel,145,36.7,2.0,48980
 E Class,2019,Automatic,8797,Hybrid,135,134.5,2.0,35890
 A Class,2017,Automatic,28243,Petrol,160,45.6,2.0,19999
 A Class,2018,Manual,36619,Petrol,145,51.4,1.6,14450
 E Class,2019,Semi-Auto,8356,Diesel,150,45.6,3.0,38995
 SL CLASS,2019,Automatic,767,Petrol,145,29.4,3.0,59899
 GLA Class,2015,Semi-Auto,42759,Diesel,20,67.3,2.1,15349
 SL CLASS,2017,Semi-Auto,13484,Diesel,145,70.6,2.1,20490
 E Class,2016,Semi-Auto,32107,Diesel,160,52.3,3.0,18998
 CL Class,2016,Semi-Auto,32517,Diesel,20,67.3,2.1,17970
 GLA Class,2016,Semi-Auto,24412,Diesel,30,64.2,2.1,17462
 B Class,2019,Manual,2544,Petrol,145,44.8,1.3,21880
 A Class,2019,Semi-Auto,14658,Petrol,145,53.3,1.3,20461
 GLA Class,2016,Semi-Auto,29774,Diesel,125,55.4,2.1,19124
 E Class,2018,Semi-Auto,13000,Diesel,150,57.7,2.0,27579
 M Class,2015,Automatic,46023,Diesel,205,39.2,2.1,21643
 GLC Class,2018,Automatic,17165,Diesel,150,41.5,2.1,26000
 V Class,2019,Automatic,18552,Diesel,150,48.7,2.1,20391
 C Class,2019,Automatic,4167,Diesel,145,61.4,2.0,35891
 C Class,2016,Semi-Auto,31574,Diesel,30,64.2,2.1,17979
 CL Class,2017,Semi-Auto,46721,Diesel,145,70.6,2.1,16880
 C Class,2016,Semi-Auto,38830,Diesel,20,64.2,2.1,16998
 CL Class,2020,Semi-Auto,1783,Petrol,145,44.1,1.3,30990
 CL Class,2016,Semi-Auto,20482,Diesel,20,67.3,2.1,19760
 C Class,2013,Automatic,70000,Diesel,125,55.4,2.1,8995
 C Class,2019,Automatic,11530,Diesel,145,57.7,2.0,28900
 A Class,2019,Semi-Auto,2891,Petrol,145,53.3,1.3,26014
 E Class,2018,Automatic,35717,Diesel,150,72.4,2.0,19000
 A Class,2014,Manual,49419,Diesel,30,64.2,2.1,10998
 V Class,2018,Manual,20138,Diesel,145,46.3,2.1,20498
 A Class,2016,Automatic,28963,Diesel,20,74.3,1.5,15299
 C Class,2019,Automatic,3061,Petrol,145,44.1,2.0,32950
 A Class,2015,Automatic,29917,Petrol,160,45.6,2.0,19600
 CL Class,2017,Semi-Auto,20044,Petrol,125,53.3,1.6,19795
 CLS Class,2017,Automatic,35625,Diesel,165,49.6,3.0,23166
 GLE Class,2020,Semi-Auto,2000,Diesel,145,32.5,3.0,59000
 GLC Class,2018,Automatic,9848,Diesel,145,56.5,2.1,25890
 A Class,2015,Manual,22171,Petrol,125,51.4,1.6,11710
 GLC Class,2019,Automatic,2450,Diesel,145,40.9,2.0,36490
 B Class,2019,Semi-Auto,4355,Diesel,145,55.4,2.0,22999
 A Class,2017,Automatic,44944,Diesel,20,67.3,2.1,15900
 C Class,2019,Semi-Auto,1362,Diesel,145,56.5,2.0,32699
 GL Class,2015,Semi-Auto,45000,Diesel,325,36.2,3.0,28881
 A Class,2016,Semi-Auto,26251,Diesel,20,68.9,2.1,18995
 C Class,2015,Automatic,79011,Diesel,30,61.4,2.1,12800
 E Class,2017,Semi-Auto,13959,Diesel,20,72.4,2.0,19899
 CLA Class,2020,Automatic,1000,Petrol,145,44.8,1.3,29498
 C Class,2016,Manual,22117,Petrol,125,53.3,2.0,13998
 GLC Class,2016,Semi-Auto,23941,Diesel,125,56.5,2.1,24990
 C Class,2016,Automatic,40500,Hybrid,0,134.5,2.0,19998
 V Class,2019,Automatic,9000,Diesel,145,38.7,2.0,29990
 A Class,2019,Automatic,11426,Diesel,145,68.9,1.5,18748
 A Class,2020,Semi-Auto,1000,Diesel,145,67.3,1.5,26999
 C Class,2016,Automatic,18900,Petrol,300,34.5,4.0,35991
 A Class,2020,Semi-Auto,1000,Petrol,145,22.1,4.0,138439
 C Class,2017,Semi-Auto,35782,Diesel,125,60.1,2.1,21449
 CL Class,2016,Semi-Auto,23692,Petrol,205,40.9,2.0,29852
 CL Class,2013,Manual,54248,Petrol,125,50.4,1.6,11291
 C Class,2017,Automatic,38082,Diesel,150,61.4,2.1,18500
 A Class,2017,Manual,15071,Diesel,145,80.7,1.5,18480
 E Class,2011,Automatic,90000,Diesel,235,43.5,3.0,9995
 E Class,2017,Automatic,10547,Diesel,165,52.3,3.0,22444
 CL Class,2019,Semi-Auto,2354,Petrol,145,38.2,2.0,27399
 A Class,2016,Manual,60404,Diesel,30,62.8,2.1,12900
 GLA Class,2015,Semi-Auto,22888,Diesel,125,55.4,2.1,18498
 GLA Class,2014,Semi-Auto,53000,Diesel,145,55.4,2.1,15498
 GLC Class,2019,Automatic,7163,Diesel,145,44.8,2.0,33190
 A Class,2019,Automatic,6108,Diesel,145,56.5,2.0,25490
 C Class,2016,Semi-Auto,41356,Diesel,30,61.4,2.1,18150
 A Class,2017,Semi-Auto,14823,Diesel,145,68.9,2.1,18162
 C Class,2019,Semi-Auto,15499,Petrol,145,46.3,1.5,23849
 SL CLASS,2019,Semi-Auto,5884,Petrol,145,31.4,4.7,51124
 GLC Class,2019,Automatic,21252,Petrol,150,37.2,2.0,24250
 A Class,2014,Manual,23016,Diesel,30,64.2,2.1,11400
 C Class,2019,Automatic,13888,Diesel,145,55.4,2.0,26427
 GLA Class,2016,Semi-Auto,26554,Diesel,125,56.5,2.1,19999
 C Class,2019,Semi-Auto,1733,Diesel,145,64.2,2.0,31899
 A Class,2019,Semi-Auto,19324,Petrol,150,53.3,1.3,21998
 C Class,2018,Semi-Auto,43288,Diesel,150,60.1,2.1,19995
 E Class,2019,Semi-Auto,2675,Hybrid,135,134.5,2.0,39998
 A Class,2017,Manual,21891,Diesel,145,62.8,2.1,15889
 C Class,2015,Automatic,33521,Petrol,300,34.5,4.0,29900
 GLA Class,2015,Automatic,57090,Diesel,30,62.8,2.1,14000
 GLC Class,2020,Semi-Auto,1000,Petrol,145,26.4,3.0,47459
 C Class,2018,Semi-Auto,6787,Diesel,145,57.7,2.0,27998
 C Class,2020,Semi-Auto,1500,Petrol,145,28.0,4.0,67999
 C Class,2017,Semi-Auto,33022,Diesel,30,64.2,2.1,19240
 E Class,2015,Semi-Auto,41641,Diesel,145,55.4,2.1,16502
 M Class,2015,Semi-Auto,71000,Diesel,200,46.3,2.1,18495
 S Class,2019,Semi-Auto,1766,Diesel,145,48.7,3.0,63099
 CLA Class,2015,Automatic,27778,Diesel,20,62.8,2.1,15000
 C Class,2017,Automatic,27236,Diesel,30,64.2,2.1,19498
 GLA Class,2016,Manual,47965,Diesel,20,67.3,2.1,14799
 GLA Class,2019,Semi-Auto,4155,Diesel,150,56.5,2.1,26599
 B Class,2014,Semi-Auto,53516,Diesel,30,60.1,1.8,9999
 C Class,2018,Semi-Auto,9250,Petrol,145,46.3,1.5,20999
 GLE Class,2017,Semi-Auto,22052,Diesel,200,47.9,2.1,29698
 GLE Class,2020,Semi-Auto,4296,Diesel,145,32.5,2.9,56995
 SLK,2014,Automatic,64130,Diesel,145,56.5,2.1,10695
 E Class,2020,Semi-Auto,4025,Diesel,145,53.3,2.0,35990
 C Class,2019,Automatic,5654,Petrol,145,28.5,4.0,49780
 A Class,2020,Automatic,6000,Petrol,145,28.5,2.0,26490
 A Class,2014,Manual,48846,Diesel,30,62.8,2.1,12499
 A Class,2019,Semi-Auto,8756,Petrol,145,53.3,1.3,23680
 GLC Class,2019,Automatic,7234,Diesel,145,40.9,2.0,38970
 C Class,2019,Semi-Auto,12810,Petrol,145,45.6,1.5,25980
 C Class,2017,Semi-Auto,14120,Diesel,20,67.3,2.1,23995
 C Class,2019,Semi-Auto,3553,Petrol,145,47.9,2.0,26399
 C Class,2019,Automatic,3000,Diesel,145,64.2,2.0,32900
 GLE Class,2018,Semi-Auto,7719,Diesel,145,36.7,3.0,43980
 B Class,2018,Manual,679,Diesel,145,68.9,1.5,15980
 S Class,2019,Semi-Auto,3380,Diesel,145,52.3,3.0,55890
 GLA Class,2019,Semi-Auto,15000,Petrol,145,44.8,1.6,18990
 C Class,2018,Semi-Auto,4699,Diesel,145,54.3,2.0,29199
 GLA Class,2019,Semi-Auto,7727,Diesel,145,67.3,2.1,23299
 GLC Class,2018,Automatic,13940,Diesel,145,56.5,2.1,25500
 A Class,2019,Semi-Auto,1753,Petrol,145,53.3,1.3,25879
 E Class,2020,Semi-Auto,4814,Petrol,145,33.7,2.0,46200
 E Class,2020,Semi-Auto,794,Diesel,145,57.7,2.0,44995
 CLA Class,2016,Automatic,32754,Diesel,20,67.3,2.1,15944
 E Class,2018,Automatic,13284,Diesel,145,72.4,2.0,22999
 E Class,2019,Semi-Auto,5359,Diesel,145,48.7,3.0,37199
 A Class,2017,Automatic,11072,Diesel,145,74.3,1.5,15896
 CLS Class,2019,Automatic,2500,Diesel,145,45.6,2.0,36890
 B Class,2018,Semi-Auto,15371,Diesel,145,68.9,2.1,17900
 C Class,2019,Semi-Auto,2838,Petrol,145,42.2,2.0,33299
 GLC Class,2018,Semi-Auto,7158,Petrol,145,43.5,2.0,28860
 A Class,2017,Manual,17855,Diesel,150,72.4,1.5,14500
 C Class,2013,Automatic,43500,Petrol,160,44.8,1.6,11552
 C Class,2019,Semi-Auto,7224,Diesel,145,61.4,2.0,29399
 E Class,2017,Semi-Auto,22699,Diesel,145,70.6,2.0,22970
 A Class,2020,Automatic,6000,Petrol,145,28.5,2.0,26444
 C Class,2019,Semi-Auto,4680,Petrol,145,45.6,1.5,26789
 E Class,2018,Semi-Auto,31784,Diesel,145,72.4,2.0,20485
 A Class,2018,Manual,26848,Diesel,145,68.9,1.5,15495
 SLK,2002,Automatic,75034,Petrol,325,30.0,2.3,4990
 E Class,2019,Semi-Auto,9108,Diesel,145,57.7,2.0,32980
 A Class,2015,Manual,84521,Diesel,30,62.8,2.1,11479
 A Class,2019,Manual,1000,Petrol,145,47.1,1.3,20859
 C Class,2019,Semi-Auto,15536,Diesel,145,61.4,2.0,20799
 SLK,2003,Automatic,58415,Petrol,330,27.2,3.2,5990
 C Class,2016,Manual,32254,Diesel,30,65.7,1.6,15000
 GLC Class,2019,Automatic,12623,Diesel,145,44.8,2.0,34350
 C Class,2019,Semi-Auto,6362,Diesel,145,64.2,2.0,30149
 A Class,2019,Semi-Auto,5662,Petrol,145,53.3,1.3,24900
 C Class,2019,Semi-Auto,14111,Diesel,145,61.4,2.0,20399
 C Class,2017,Semi-Auto,17000,Diesel,145,67.3,2.1,23500
 CL Class,2019,Semi-Auto,1434,Petrol,145,44.1,1.3,28980
 C Class,2019,Semi-Auto,3814,Petrol,145,44.1,1.5,33998
 CL Class,2016,Automatic,42550,Diesel,20,67.3,2.1,18300
 GLE Class,2016,Semi-Auto,38942,Diesel,260,42.8,3.0,25980
 CL Class,2016,Semi-Auto,58000,Diesel,20,67.3,2.1,17950
 A Class,2019,Semi-Auto,11702,Petrol,145,53.3,1.3,26199
 E Class,2017,Semi-Auto,38193,Diesel,145,72.4,2.0,19980
 GLC Class,2017,Semi-Auto,21263,Diesel,145,56.5,2.1,28998
 E Class,2013,Automatic,45000,Diesel,125,57.7,2.1,13798
 GLA Class,2016,Automatic,27941,Diesel,125,56.6,2.1,18400
 A Class,2013,Automatic,49737,Diesel,30,64.2,2.1,12999
 S Class,2016,Semi-Auto,30135,Diesel,200,47.9,3.0,28498
 SL CLASS,2017,Automatic,18061,Diesel,30,70.6,2.1,19590
 A Class,2017,Manual,27781,Petrol,145,49.6,1.6,16781
 C Class,2015,Semi-Auto,59925,Hybrid,0,134.5,2.0,15298
 GLA Class,2019,Semi-Auto,9554,Diesel,145,67.3,2.1,24172
 C Class,2016,Semi-Auto,36587,Hybrid,0,134.5,2.0,17998
 CLS Class,2015,Semi-Auto,40270,Diesel,160,51.4,3.0,20412
 B Class,2012,Manual,65050,Diesel,125,61.4,1.8,7995
 E Class,2017,Semi-Auto,22645,Diesel,145,65.7,2.0,22099
 C Class,2017,Automatic,13258,Petrol,145,44.1,2.0,27462
 C Class,2019,Semi-Auto,13810,Diesel,145,61.4,2.0,20449
 GLS Class,2018,Semi-Auto,41102,Petrol,145,23.0,5.5,64999
 C Class,2019,Semi-Auto,1000,Diesel,145,64.2,2.0,32069
 CL Class,2015,Manual,51208,Diesel,30,64.2,2.1,13495
 E Class,2019,Semi-Auto,14313,Diesel,145,72.4,2.0,24449
 CL Class,2015,Semi-Auto,38000,Diesel,20,67.3,2.1,16975
 A Class,2018,Semi-Auto,8279,Petrol,145,53.3,1.3,20855
 A Class,2018,Semi-Auto,5975,Diesel,145,67.3,1.5,21980
 A Class,2019,Semi-Auto,9422,Diesel,145,67.3,1.5,21835
 E Class,2019,Semi-Auto,14228,Diesel,145,72.4,2.0,25780
 C Class,2009,Automatic,54000,Petrol,260,36.7,1.6,7495
 A Class,2019,Automatic,1907,Diesel,145,62.8,1.5,24599
 E Class,2019,Automatic,3725,Diesel,145,45.6,2.0,38550
 C Class,2015,Semi-Auto,25199,Diesel,30,64.2,2.1,18990
 C Class,2018,Semi-Auto,6449,Diesel,145,54.3,2.0,28749
 A Class,2016,Manual,54585,Diesel,0,80.7,1.5,11724
 A Class,2017,Semi-Auto,23130,Diesel,20,68.9,2.1,18995
 E Class,2020,Automatic,2000,Diesel,145,47.1,2.9,50998
 E Class,2020,Semi-Auto,9,Diesel,145,45.6,2.0,36980
 A Class,2019,Semi-Auto,9085,Petrol,145,53.3,1.3,21599
 GLA Class,2018,Automatic,14235,Diesel,145,67.3,2.1,22049
 V Class,2018,Manual,14941,Diesel,145,46.3,2.1,19998
 CL Class,2019,Semi-Auto,13947,Diesel,145,51.4,2.2,26980
 A Class,2020,Semi-Auto,1550,Petrol,145,53.3,1.3,27346
 C Class,2018,Automatic,7318,Petrol,145,46.3,1.5,23449
 C Class,2014,Automatic,42949,Diesel,125,60.1,2.1,14600
 A Class,2017,Semi-Auto,25600,Petrol,150,40.9,2.0,32981
 C Class,2020,Semi-Auto,16,Diesel,145,64.2,2.0,31980
 C Class,2019,Automatic,962,Petrol,145,28.5,4.0,49280
 A Class,2019,Semi-Auto,4772,Petrol,145,28.5,2.0,24000
 G Class,2018,Semi-Auto,13046,Petrol,145,21.4,4.0,139995
 C Class,2019,Semi-Auto,6349,Petrol,145,44.1,1.5,29000
 A Class,2017,Manual,38172,Diesel,145,72.4,1.5,13391
 A Class,2020,Semi-Auto,5501,Diesel,145,56.5,2.0,24260
 GLC Class,2019,Semi-Auto,12831,Diesel,145,44.8,2.0,32998
 C Class,2018,Semi-Auto,11300,Petrol,150,36.2,3.0,31995
 E Class,2019,Automatic,7730,Diesel,145,45.6,3.0,42650
 E Class,2019,Automatic,1483,Petrol,145,32.5,3.0,45490
 SLK,2004,Automatic,64015,Petrol,325,30.0,2.3,3990
 C Class,2015,Automatic,70832,Diesel,30,64.2,2.1,14800
 C Class,2019,Automatic,8273,Diesel,145,56.5,2.0,27899
 A Class,2017,Manual,22850,Diesel,145,72.4,1.5,14149
 A Class,2019,Semi-Auto,6367,Petrol,145,53.3,1.3,23890
 M Class,2007,Automatic,67000,Diesel,555,28.8,3.0,6750
 E Class,2019,Automatic,3887,Diesel,145,45.6,2.0,33499
 C Class,2019,Semi-Auto,9959,Diesel,145,57.7,2.0,29799
 GLC Class,2017,Automatic,13919,Diesel,150,56.5,2.1,29990
 C Class,2015,Automatic,39000,Diesel,30,64.2,1.6,15995
 GLS Class,2019,Automatic,8353,Diesel,145,34.0,3.0,57526
 S Class,2017,Automatic,26000,Diesel,150,50.4,3.0,28999
 S Class,2015,Semi-Auto,30355,Diesel,165,51.4,3.0,24981
 A Class,2016,Semi-Auto,27905,Diesel,20,67.3,2.1,18942
 E Class,2019,Semi-Auto,15181,Diesel,145,72.4,2.0,24749
 C Class,2015,Manual,108000,Diesel,20,70.6,2.1,9392
 A Class,2018,Automatic,8456,Diesel,145,65.7,1.5,19699
 C Class,2017,Automatic,26036,Diesel,150,64.2,2.1,18250
 C Class,2016,Semi-Auto,17557,Diesel,20,64.2,2.1,18099
 C Class,2019,Automatic,2850,Diesel,145,46.3,2.0,31890
 C Class,2019,Semi-Auto,9782,Diesel,145,54.3,2.0,29980
 E Class,2018,Semi-Auto,25799,Diesel,145,61.4,2.0,23990
 A Class,2015,Semi-Auto,20682,Diesel,20,68.9,2.1,14000
 A Class,2017,Automatic,7875,Petrol,150,53.3,1.6,18890
 C Class,2017,Manual,52207,Petrol,145,53.3,2.0,14702
 CLA Class,2013,Automatic,23369,Diesel,30,62.8,2.1,15275
 CLA Class,2016,Manual,47020,Petrol,125,51.4,1.6,14000
 E Class,2019,Automatic,2700,Petrol,145,32.8,3.0,44299
 SLK,2000,Automatic,87000,Petrol,265,27.2,3.2,1490
 GLE Class,2020,Automatic,20,Diesel,145,36.7,2.0,50995
 GLC Class,2018,Semi-Auto,20226,Diesel,145,56.5,2.1,26995
 SL CLASS,2010,Automatic,56098,Petrol,555,29.1,3.5,15995
 GLA Class,2015,Semi-Auto,42689,Diesel,125,55.4,2.1,15689
 A Class,2020,Semi-Auto,437,Petrol,145,53.3,1.3,33120
 SL CLASS,1997,Automatic,76000,Petrol,255,28.2,3.2,9995
 C Class,2017,Automatic,25023,Diesel,145,65.7,2.1,22280
 E Class,2018,Semi-Auto,20001,Diesel,145,53.3,2.0,30202
 C Class,2019,Automatic,4001,Diesel,145,51.4,2.0,28450
 A Class,2016,Automatic,30792,Diesel,20,74.3,1.5,14162
 A Class,2016,Manual,45882,Diesel,0,80.7,1.5,11500
 C Class,2020,Semi-Auto,1989,Diesel,145,64.2,2.0,30480
 GLE Class,2017,Semi-Auto,30546,Diesel,145,42.8,3.0,26925
 A Class,2019,Manual,6919,Petrol,145,28.5,1.3,23499
 GLA Class,2019,Semi-Auto,14069,Diesel,145,67.3,2.1,22799
 A Class,2016,Semi-Auto,51970,Diesel,20,68.9,2.1,15200
 A Class,2016,Automatic,13413,Diesel,20,67.3,2.1,19480
 C Class,2016,Automatic,19581,Petrol,125,51.4,2.0,17600
 GLC Class,2019,Semi-Auto,9807,Diesel,145,56.5,2.1,31480
 CL Class,2016,Semi-Auto,42192,Diesel,20,67.3,2.1,18391
 GLA Class,2020,Semi-Auto,1695,Petrol,145,44.8,1.6,21991
 GLE Class,2017,Semi-Auto,10946,Petrol,305,32.8,3.0,36999
 C Class,2019,Automatic,4829,Petrol,145,29.1,3.0,42895
 CL Class,2016,Manual,75865,Diesel,20,67.3,2.1,15498
 CL Class,2017,Manual,10161,Petrol,125,51.4,1.6,19995
 A Class,2019,Automatic,8036,Petrol,145,47.9,1.3,23450
 A Class,2017,Semi-Auto,31611,Diesel,20,74.3,1.5,17192
 SL CLASS,2017,Semi-Auto,43074,Petrol,145,48.7,1.6,18152
 A Class,2019,Semi-Auto,8122,Diesel,145,56.5,2.0,21995
 GLC Class,2019,Semi-Auto,12975,Diesel,150,56.5,2.1,29240
 GLA Class,2019,Automatic,3467,Petrol,145,37.2,1.6,23790
 A Class,2019,Manual,1173,Petrol,145,44.8,1.3,23184
 GLC Class,2015,Automatic,48445,Diesel,125,56.5,2.1,21000
